pagePath,deviceCategory,sourceMedium,sessions,conversions,bounceRate,conversionRate
/contact,tablet,google / organic,783,32,27.676215470706993,4.086845466155811
/blog,tablet,email / newsletter,994,89,60.15851654971275,8.953722334004025
/blog,tablet,facebook / cpc,572,27,67.36456531481514,4.72027972027972
/product,mobile,direct / none,325,30,23.313351244581707,9.230769230769232
/checkout,tablet,google / organic,133,10,78.3846078747379,7.518796992481203
/checkout,tablet,email / newsletter,956,35,39.57523508246881,3.6610878661087867
/about,mobile,direct / none,589,41,41.31918490843326,6.960950764006792
/checkout,desktop,facebook / cpc,135,10,73.89428383719411,7.4074074074074066
/about,tablet,email / newsletter,944,17,36.281957812340636,1.8008474576271187
/contact,tablet,direct / none,351,7,68.22829342900852,1.9943019943019942
/about,mobile,email / newsletter,177,11,28.644727160791973,6.214689265536723
/checkout,mobile,direct / none,194,19,46.504789498262426,9.793814432989691
/product,desktop,direct / none,155,6,36.91514257428375,3.870967741935484
/about,desktop,google / organic,737,73,52.83425122523859,9.905020352781547
/home,tablet,facebook / cpc,320,6,22.697686495493066,1.875
/blog,desktop,email / newsletter,442,5,76.42515243804482,1.1312217194570136
/blog,mobile,google / organic,769,46,59.36330131854224,5.981794538361508
/about,tablet,email / newsletter,376,30,27.020703491476773,7.9787234042553195
/contact,tablet,email / newsletter,236,5,65.7468175204921,2.11864406779661
/blog,desktop,google / organic,278,21,50.608902827379396,7.553956834532374
/checkout,mobile,facebook / cpc,656,63,44.166549993973995,9.603658536585366
/home,desktop,email / newsletter,236,14,28.47341260238897,5.932203389830509
/checkout,desktop,facebook / cpc,500,13,33.12258801941499,2.6
/product,mobile,email / newsletter,471,28,78.19559152071145,5.9447983014862
/home,mobile,facebook / cpc,593,25,67.86393580089285,4.215851602023609
/cart,desktop,direct / none,848,34,54.39339166697549,4.009433962264151
/checkout,desktop,direct / none,986,56,35.1587618372772,5.679513184584178
/checkout,tablet,direct / none,455,30,65.10057032137516,6.593406593406594
/product,mobile,google / organic,325,10,42.5918172673579,3.076923076923077
/checkout,desktop,google / organic,960,34,31.970318895776508,3.5416666666666665
/product,tablet,google / organic,328,9,37.48765480962763,2.7439024390243905
/product,tablet,direct / none,830,43,48.08414325405741,5.1807228915662655
/home,desktop,email / newsletter,936,45,49.235921246003045,4.807692307692308
/home,mobile,direct / none,62,2,66.16693364492284,3.225806451612903
/about,mobile,google / organic,220,6,21.827821178537608,2.727272727272727
/contact,desktop,email / newsletter,516,47,56.90774843247199,9.108527131782946
/product,tablet,google / organic,520,18,57.5793410993717,3.4615384615384617
/home,desktop,facebook / cpc,416,5,29.64077508271071,1.201923076923077
/product,desktop,email / newsletter,832,66,47.940952505736774,7.9326923076923075
/home,desktop,email / newsletter,121,8,75.34204908020618,6.6115702479338845
/cart,mobile,facebook / cpc,932,19,65.04617895266334,2.03862660944206
/home,desktop,email / newsletter,555,33,60.643587793332365,5.9459459459459465
/contact,mobile,facebook / cpc,995,77,39.08297435305512,7.738693467336684
/cart,mobile,email / newsletter,282,13,36.968067840229985,4.609929078014184
/home,desktop,direct / none,499,46,60.072074402048806,9.218436873747494
/checkout,tablet,google / organic,55,2,60.70999809755827,3.6363636363636362
/product,mobile,direct / none,342,26,73.09130706176026,7.602339181286549
/product,desktop,direct / none,725,7,77.80161922676228,0.9655172413793104
/home,desktop,email / newsletter,296,24,46.13868742739059,8.108108108108109
/checkout,tablet,facebook / cpc,921,79,38.789792109786625,8.577633007600435
/product,mobile,email / newsletter,857,84,52.46017393565975,9.801633605600934
/product,mobile,email / newsletter,972,23,25.541631686682713,2.366255144032922
/checkout,tablet,email / newsletter,424,21,78.08458288704401,4.952830188679245
/product,tablet,facebook / cpc,969,67,48.25761514608401,6.9143446852425186
/product,mobile,direct / none,884,17,37.65600419822686,1.9230769230769231
/cart,desktop,direct / none,212,14,32.74683663172838,6.60377358490566
/product,tablet,facebook / cpc,400,31,41.406122697396356,7.75
/checkout,tablet,email / newsletter,232,11,26.423430713251165,4.741379310344827
/product,mobile,direct / none,427,37,56.227819515745765,8.665105386416862
/checkout,mobile,google / organic,495,10,49.14904573475789,2.0202020202020203
/blog,tablet,facebook / cpc,299,22,28.22536748472539,7.357859531772576
/home,desktop,email / newsletter,938,39,43.40721408130035,4.157782515991471
/cart,tablet,direct / none,140,11,75.89329485856885,7.857142857142857
/about,tablet,email / newsletter,601,23,43.97112707521609,3.826955074875208
/home,tablet,direct / none,622,11,66.79929961463266,1.7684887459807075
/blog,tablet,google / organic,105,6,25.53007750834594,5.714285714285714
/blog,desktop,direct / none,801,58,67.0100048507154,7.240948813982522
/cart,mobile,direct / none,157,4,26.195900532502904,2.547770700636943
/cart,tablet,email / newsletter,494,23,34.774649658236,4.65587044534413
/about,desktop,direct / none,784,24,66.92304615582549,3.061224489795918
/product,tablet,direct / none,613,35,21.635000717048907,5.709624796084829
/about,desktop,direct / none,434,26,35.17148709500667,5.990783410138248
/about,mobile,google / organic,384,20,69.24176964600676,5.208333333333334
/blog,mobile,direct / none,834,24,39.69076896785672,2.877697841726619
/home,mobile,google / organic,545,46,48.927925935190515,8.440366972477065
/about,mobile,direct / none,121,10,68.50434433362145,8.264462809917356
/cart,desktop,google / organic,464,43,38.197153450956975,9.267241379310345
/about,desktop,facebook / cpc,619,35,61.031987110120596,5.654281098546042
/product,tablet,google / organic,581,40,34.986329746791185,6.884681583476763
/product,mobile,email / newsletter,834,71,75.6861101305872,8.513189448441247
/contact,tablet,direct / none,68,0,66.41432610384322,0.0
/cart,desktop,direct / none,964,68,33.8888057547793,7.053941908713693
/product,desktop,google / organic,194,18,73.95562153548138,9.278350515463918
/cart,desktop,facebook / cpc,875,30,52.26697608448259,3.428571428571429
/contact,tablet,facebook / cpc,885,11,53.37968043542476,1.2429378531073447
/about,desktop,facebook / cpc,333,24,51.09657058685878,7.207207207207207
/cart,mobile,email / newsletter,841,28,78.12047633446143,3.329369797859691
/contact,desktop,facebook / cpc,825,42,23.012865901427315,5.090909090909091
/contact,mobile,google / organic,362,6,37.14197564268587,1.6574585635359116
/about,mobile,facebook / cpc,246,11,66.85783181866611,4.471544715447155
/product,tablet,facebook / cpc,222,2,59.48329903167325,0.9009009009009009
/product,desktop,facebook / cpc,669,61,42.7424291229821,9.118086696562033
/product,mobile,direct / none,473,16,52.848289391739115,3.382663847780127
/product,mobile,email / newsletter,425,14,22.356164854499138,3.294117647058824
/cart,tablet,google / organic,145,6,77.94483258918484,4.137931034482759
/home,tablet,google / organic,465,38,60.265589425158566,8.172043010752688
/about,desktop,email / newsletter,199,6,66.99787897736286,3.015075376884422
/cart,mobile,direct / none,442,30,56.21172839006726,6.787330316742081
/home,mobile,google / organic,300,7,76.31178700838782,2.3333333333333335
/cart,desktop,direct / none,118,6,38.43298502127625,5.084745762711865
/about,desktop,email / newsletter,286,14,53.925198056464545,4.895104895104895
/product,mobile,facebook / cpc,543,10,43.58623445356406,1.841620626151013
/home,desktop,facebook / cpc,404,9,56.14696651799527,2.2277227722772275
/cart,tablet,direct / none,646,63,70.09683234166422,9.75232198142415
/contact,desktop,email / newsletter,943,88,72.10457143681604,9.331919406150584
/product,mobile,facebook / cpc,380,4,45.2002444448843,1.0526315789473684
/cart,desktop,direct / none,907,72,76.8053621104222,7.938257993384785
/cart,tablet,direct / none,353,15,61.86297845319758,4.2492917847025495
/checkout,tablet,facebook / cpc,691,40,23.713142100828513,5.788712011577424
/contact,tablet,email / newsletter,312,17,27.917919177437703,5.448717948717949
/contact,desktop,facebook / cpc,604,18,68.33892832180052,2.980132450331126
/checkout,desktop,email / newsletter,886,24,25.394974691582135,2.708803611738149
/about,desktop,direct / none,125,4,37.23960299053412,3.2
/about,mobile,direct / none,229,11,49.55212284285736,4.8034934497816595
/cart,tablet,email / newsletter,480,11,51.79643521581397,2.2916666666666665
/product,desktop,email / newsletter,214,5,65.60965578740954,2.336448598130841
/checkout,desktop,facebook / cpc,880,41,41.66448358046223,4.659090909090909
/product,desktop,facebook / cpc,917,37,55.090317901332924,4.0348964013086155
/product,desktop,direct / none,879,36,78.56196191601222,4.09556313993174
/checkout,tablet,email / newsletter,890,41,33.79962523779443,4.606741573033708
/about,tablet,direct / none,490,28,28.466455641281065,5.714285714285714
/product,mobile,google / organic,965,56,59.38315156308603,5.803108808290156
/about,mobile,email / newsletter,349,34,24.87377808840036,9.742120343839542
/product,tablet,direct / none,629,51,78.63679595398685,8.108108108108109
/cart,desktop,google / organic,238,23,58.274112473177695,9.663865546218489
/product,tablet,email / newsletter,187,7,45.64918724541608,3.7433155080213902
/home,mobile,direct / none,294,10,45.77737183381065,3.4013605442176873
/cart,tablet,google / organic,53,3,56.19152993688005,5.660377358490567
/checkout,tablet,google / organic,274,7,49.5339389109445,2.5547445255474455
/contact,desktop,facebook / cpc,760,66,35.1815804552152,8.68421052631579
/checkout,tablet,facebook / cpc,345,33,25.596286806690195,9.565217391304348
/cart,tablet,facebook / cpc,844,54,55.65450963851583,6.398104265402843
/product,mobile,facebook / cpc,645,51,36.55536166283281,7.906976744186046
/blog,mobile,email / newsletter,347,22,33.999969358959596,6.340057636887608
/home,mobile,facebook / cpc,352,7,23.596598051678498,1.9886363636363635
/about,desktop,email / newsletter,803,61,22.699809274125464,7.596513075965131
/product,mobile,google / organic,371,7,44.68247428475536,1.8867924528301887
/product,desktop,facebook / cpc,913,78,68.40545382734757,8.543263964950713
/contact,mobile,google / organic,484,12,52.88871216368132,2.479338842975207
/cart,mobile,direct / none,618,8,77.91816341782399,1.2944983818770228
/checkout,desktop,email / newsletter,389,21,53.83517400533742,5.3984575835475574
/product,mobile,facebook / cpc,918,37,56.05472033954516,4.030501089324619
/product,mobile,email / newsletter,503,18,62.88313001012216,3.5785288270377733
/about,tablet,email / newsletter,405,15,56.32887503155672,3.7037037037037033
/blog,mobile,facebook / cpc,244,19,35.21813333084229,7.786885245901639
/cart,desktop,email / newsletter,710,45,58.02269598593174,6.338028169014084
/contact,mobile,facebook / cpc,445,31,39.411824749129494,6.96629213483146
/about,desktop,direct / none,607,11,28.074576026246465,1.8121911037891267
/home,mobile,direct / none,605,11,58.98728280585797,1.8181818181818181
/checkout,tablet,email / newsletter,817,16,66.78925304060408,1.9583843329253363
/home,desktop,direct / none,404,13,41.395770559172334,3.217821782178218
/about,mobile,direct / none,849,81,71.0690441255589,9.540636042402827
/cart,desktop,google / organic,846,50,25.103383129354466,5.91016548463357
/about,mobile,google / organic,886,28,43.3235808725928,3.160270880361174
/contact,desktop,email / newsletter,989,25,25.798690057265137,2.5278058645096055
/contact,mobile,email / newsletter,974,15,25.258990171679194,1.5400410677618068
/checkout,mobile,direct / none,242,12,39.201638993743515,4.958677685950414
/home,desktop,facebook / cpc,974,61,71.57338381507621,6.262833675564681
/cart,desktop,direct / none,237,14,27.69955173132587,5.9071729957805905
/checkout,desktop,email / newsletter,122,5,68.24574017801557,4.098360655737705
/cart,mobile,direct / none,734,51,66.8208717644095,6.948228882833788
/home,mobile,email / newsletter,101,8,49.523269362944035,7.920792079207921
/cart,tablet,email / newsletter,249,4,77.80879684845965,1.6064257028112447
/product,tablet,direct / none,126,2,52.482465254446296,1.5873015873015872
/cart,tablet,direct / none,829,13,48.449857776319185,1.5681544028950543
/cart,mobile,facebook / cpc,460,26,75.95267536114704,5.6521739130434785
/cart,mobile,facebook / cpc,933,60,38.46625431758895,6.430868167202572
/home,tablet,email / newsletter,377,28,54.98781314597501,7.427055702917771
/contact,tablet,direct / none,366,26,79.79393937733894,7.103825136612022
/about,mobile,email / newsletter,988,56,76.49461116403603,5.668016194331984
/blog,desktop,google / organic,650,24,69.99226139580045,3.6923076923076925
/checkout,mobile,email / newsletter,124,8,75.83854858111759,6.451612903225806
/product,tablet,email / newsletter,487,39,53.02830662617643,8.008213552361395
/product,tablet,direct / none,362,5,42.6703528236312,1.3812154696132597
/cart,desktop,email / newsletter,831,57,29.715380397932822,6.859205776173286
/home,tablet,email / newsletter,799,36,41.283713403812754,4.505632040050062
/contact,mobile,email / newsletter,266,11,44.889539331281114,4.135338345864661
/contact,desktop,email / newsletter,295,4,58.894008128470766,1.3559322033898304
/contact,desktop,facebook / cpc,568,54,58.925923169563156,9.507042253521126
/home,mobile,facebook / cpc,490,30,56.10840403672684,6.122448979591836
/about,tablet,email / newsletter,722,32,27.609441353025126,4.43213296398892
/product,desktop,email / newsletter,476,13,61.891905840589985,2.73109243697479
